n         n^2       n^3            rad_quad(n)    rad_cub(n)     
6185      38254225  236602381625   78.6448        18.3561        
6186      38266596  236717162856   78.6511        18.3571        
6187      38278969  236831981203   78.6575        18.3581        
6188      38291344  236946836672   78.6638        18.359         
6189      38303721  237061729269   78.6702        18.36          
6190      38316100  237176659000   78.6766        18.361         
6191      38328481  237291625871   78.6829        18.362         
6192      38340864  237406629888   78.6893        18.363         
6193      38353249  237521671057   78.6956        18.364         
6194      38365636  237636749384   78.702         18.365         
6195      38378025  237751864875   78.7083        18.366         
6196      38390416  237867017536   78.7147        18.367         
6197      38402809  237982207373   78.721         18.3679        
6198      38415204  238097434392   78.7274        18.3689        
6199      38427601  238212698599   78.7337        18.3699        
6200      38440000  238328000000   78.7401        18.3709        
6201      38452401  238443338601   78.7464        18.3719        
6202      38464804  238558714408   78.7528        18.3729        
6203      38477209  238674127427   78.7591        18.3739        
6204      38489616  238789577664   78.7655        18.3749        
6205      38502025  238905065125   78.7718        18.3758        
6206      38514436  239020589816   78.7782        18.3768        
6207      38526849  239136151743   78.7845        18.3778        
6208      38539264  239251750912   78.7909        18.3788        
6209      38551681  239367387329   78.7972        18.3798        
6210      38564100  239483061000   78.8036        18.3808        
6211      38576521  239598771931   78.8099        18.3818        
6212      38588944  239714520128   78.8162        18.3828        
6213      38601369  239830305597   78.8226        18.3837        
6214      38613796  239946128344   78.8289        18.3847        
6215      38626225  240061988375   78.8353        18.3857        
6216      38638656  240177885696   78.8416        18.3867        
6217      38651089  240293820313   78.848         18.3877        
6218      38663524  240409792232   78.8543        18.3887        
6219      38675961  240525801459   78.8606        18.3897        
6220      38688400  240641848000   78.867         18.3906        
6221      38700841  240757931861   78.8733        18.3916        
6222      38713284  240874053048   78.8797        18.3926        
6223      38725729  240990211567   78.886         18.3936        
6224      38738176  241106407424   78.8923        18.3946        
6225      38750625  241222640625   78.8987        18.3956        
6226      38763076  241338911176   78.905         18.3965        
6227      38775529  241455219083   78.9113        18.3975        
6228      38787984  241571564352   78.9177        18.3985        
6229      38800441  241687946989   78.924         18.3995        
6230      38812900  241804367000   78.9303        18.4005        
6231      38825361  241920824391   78.9367        18.4015        
6232      38837824  242037319168   78.943         18.4025        
6233      38850289  242153851337   78.9494        18.4034        
6234      38862756  242270420904   78.9557        18.4044        
6235      38875225  242387027875   78.962         18.4054        
6236      38887696  242503672256   78.9683        18.4064        
6237      38900169  242620354053   78.9747        18.4074        
6238      38912644  242737073272   78.981         18.4084        
6239      38925121  242853829919   78.9873        18.4093        
6240      38937600  242970624000   78.9937        18.4103        
6241      38950081  243087455521   79.0           18.4113        
6242      38962564  243204324488   79.0063        18.4123        
6243      38975049  243321230907   79.0127        18.4133        
6244      38987536  243438174784   79.019         18.4143        
6245      39000025  243555156125   79.0253        18.4152        
6246      39012516  243672174936   79.0316        18.4162        
6247      39025009  243789231223   79.038         18.4172        
6248      39037504  243906324992   79.0443        18.4182        
6249      39050001  244023456249   79.0506        18.4192        
6250      39062500  244140625000   79.0569        18.4202        
6251      39075001  244257831251   79.0633        18.4211        
6252      39087504  244375075008   79.0696        18.4221        
6253      39100009  244492356277   79.0759        18.4231        
6254      39112516  244609675064   79.0822        18.4241        
6255      39125025  244727031375   79.0886        18.4251        
6256      39137536  244844425216   79.0949        18.4261        
6257      39150049  244961856593   79.1012        18.427         
6258      39162564  245079325512   79.1075        18.428         
6259      39175081  245196831979   79.1138        18.429         
6260      39187600  245314376000   79.1202        18.43          
6261      39200121  245431957581   79.1265        18.431         
6262      39212644  245549576728   79.1328        18.4319        
6263      39225169  245667233447   79.1391        18.4329        
6264      39237696  245784927744   79.1454        18.4339        
6265      39250225  245902659625   79.1518        18.4349        
6266      39262756  246020429096   79.1581        18.4359        
6267      39275289  246138236163   79.1644        18.4368        
6268      39287824  246256080832   79.1707        18.4378        
6269      39300361  246373963109   79.177         18.4388        
6270      39312900  246491883000   79.1833        18.4398        
6271      39325441  246609840511   79.1896        18.4408        
6272      39337984  246727835648   79.196         18.4417        
6273      39350529  246845868417   79.2023        18.4427        
6274      39363076  246963938824   79.2086        18.4437        
6275      39375625  247082046875   79.2149        18.4447        
6276      39388176  247200192576   79.2212        18.4457        
6277      39400729  247318375933   79.2275        18.4466        
6278      39413284  247436596952   79.2338        18.4476        
6279      39425841  247554855639   79.2401        18.4486        
6280      39438400  247673152000   79.2465        18.4496        
6281      39450961  247791486041   79.2528        18.4506        
6282      39463524  247909857768   79.2591        18.4515        
6283      39476089  248028267187   79.2654        18.4525        
6284      39488656  248146714304   79.2717        18.4535        
6285      39501225  248265199125   79.278         18.4545        
6286      39513796  248383721656   79.2843        18.4555        
6287      39526369  248502281903   79.2906        18.4564        
6288      39538944  248620879872   79.2969        18.4574        
6289      39551521  248739515569   79.3032        18.4584        
6290      39564100  248858189000   79.3095        18.4594        
6291      39576681  248976900171   79.3158        18.4603        
6292      39589264  249095649088   79.3221        18.4613        
6293      39601849  249214435757   79.3284        18.4623        
6294      39614436  249333260184   79.3347        18.4633        
6295      39627025  249452122375   79.341         18.4643        
6296      39639616  249571022336   79.3473        18.4652        
6297      39652209  249689960073   79.3536        18.4662        
6298      39664804  249808935592   79.3599        18.4672        
6299      39677401  249927948899   79.3662        18.4682        
6300      39690000  250047000000   79.3725        18.4691        
6301      39702601  250166088901   79.3788        18.4701        
6302      39715204  250285215608   79.3851        18.4711        
6303      39727809  250404380127   79.3914        18.4721        
6304      39740416  250523582464   79.3977        18.4731        
6305      39753025  250642822625   79.404         18.474         
6306      39765636  250762100616   79.4103        18.475         
6307      39778249  250881416443   79.4166        18.476         
6308      39790864  251000770112   79.4229        18.477         
6309      39803481  251120161629   79.4292        18.4779        
6310      39816100  251239591000   79.4355        18.4789        
6311      39828721  251359058231   79.4418        18.4799        
6312      39841344  251478563328   79.4481        18.4809        
6313      39853969  251598106297   79.4544        18.4818        
6314      39866596  251717687144   79.4607        18.4828        
6315      39879225  251837305875   79.467         18.4838        
6316      39891856  251956962496   79.4733        18.4848        
6317      39904489  252076657013   79.4796        18.4857        
6318      39917124  252196389432   79.4858        18.4867        
6319      39929761  252316159759   79.4921        18.4877        
6320      39942400  252435968000   79.4984        18.4887        
6321      39955041  252555814161   79.5047        18.4896        
6322      39967684  252675698248   79.511         18.4906        
6323      39980329  252795620267   79.5173        18.4916        
6324      39992976  252915580224   79.5236        18.4926        
6325      40005625  253035578125   79.5299        18.4935        
6326      40018276  253155613976   79.5362        18.4945        
6327      40030929  253275687783   79.5424        18.4955        
6328      40043584  253395799552   79.5487        18.4965        
6329      40056241  253515949289   79.555         18.4974        
6330      40068900  253636137000   79.5613        18.4984        
6331      40081561  253756362691   79.5676        18.4994        
6332      40094224  253876626368   79.5739        18.5004        
6333      40106889  253996928037   79.5801        18.5013        
6334      40119556  254117267704   79.5864        18.5023        
6335      40132225  254237645375   79.5927        18.5033        
6336      40144896  254358061056   79.599         18.5043        
6337      40157569  254478514753   79.6053        18.5052        
6338      40170244  254599006472   79.6116        18.5062        
6339      40182921  254719536219   79.6178        18.5072        
6340      40195600  254840104000   79.6241        18.5082        
6341      40208281  254960709821   79.6304        18.5091        
6342      40220964  255081353688   79.6367        18.5101        
6343      40233649  255202035607   79.643         18.5111        
6344      40246336  255322755584   79.6492        18.512         
6345      40259025  255443513625   79.6555        18.513         
6346      40271716  255564309736   79.6618        18.514         
6347      40284409  255685143923   79.6681        18.515         
6348      40297104  255806016192   79.6743        18.5159        
6349      40309801  255926926549   79.6806        18.5169        
6350      40322500  256047875000   79.6869        18.5179        
6351      40335201  256168861551   79.6932        18.5189        
6352      40347904  256289886208   79.6994        18.5198        
6353      40360609  256410948977   79.7057        18.5208        
6354      40373316  256532049864   79.712         18.5218        
6355      40386025  256653188875   79.7183        18.5227        
6356      40398736  256774366016   79.7245        18.5237        
6357      40411449  256895581293   79.7308        18.5247        
6358      40424164  257016834712   79.7371        18.5257        
6359      40436881  257138126279   79.7433        18.5266        
6360      40449600  257259456000   79.7496        18.5276        
6361      40462321  257380823881   79.7559        18.5286        
6362      40475044  257502229928   79.7621        18.5295        
6363      40487769  257623674147   79.7684        18.5305        
6364      40500496  257745156544   79.7747        18.5315        
6365      40513225  257866677125   79.781         18.5324        
6366      40525956  257988235896   79.7872        18.5334        
6367      40538689  258109832863   79.7935        18.5344        
6368      40551424  258231468032   79.7997        18.5354        
6369      40564161  258353141409   79.806         18.5363        
6370      40576900  258474853000   79.8123        18.5373        
6371      40589641  258596602811   79.8185        18.5383        
6372      40602384  258718390848   79.8248        18.5392        
6373      40615129  258840217117   79.8311        18.5402        
6374      40627876  258962081624   79.8373        18.5412        
6375      40640625  259083984375   79.8436        18.5421        
6376      40653376  259205925376   79.8499        18.5431        
6377      40666129  259327904633   79.8561        18.5441        
6378      40678884  259449922152   79.8624        18.5451        
6379      40691641  259571977939   79.8686        18.546         
6380      40704400  259694072000   79.8749        18.547         
6381      40717161  259816204341   79.8812        18.548         
6382      40729924  259938374968   79.8874        18.5489        
6383      40742689  260060583887   79.8937        18.5499        
6384      40755456  260182831104   79.8999        18.5509        
6385      40768225  260305116625   79.9062        18.5518        
6386      40780996  260427440456   79.9125        18.5528        
6387      40793769  260549802603   79.9187        18.5538        
6388      40806544  260672203072   79.925         18.5547        
6389      40819321  260794641869   79.9312        18.5557        
6390      40832100  260917119000   79.9375        18.5567        
6391      40844881  261039634471   79.9437        18.5576        
6392      40857664  261162188288   79.95          18.5586        
6393      40870449  261284780457   79.9562        18.5596        
6394      40883236  261407410984   79.9625        18.5606        
6395      40896025  261530079875   79.9687        18.5615        
6396      40908816  261652787136   79.975         18.5625        
6397      40921609  261775532773   79.9812        18.5635        
6398      40934404  261898316792   79.9875        18.5644        
6399      40947201  262021139199   79.9937        18.5654        
6400      40960000  262144000000   80.0           18.5664        
6401      40972801  262266899201   80.0062        18.5673        
6402      40985604  262389836808   80.0125        18.5683        
6403      40998409  262512812827   80.0187        18.5693        
6404      41011216  262635827264   80.025         18.5702        
6405      41024025  262758880125   80.0312        18.5712        
6406      41036836  262881971416   80.0375        18.5722        
6407      41049649  263005101143   80.0437        18.5731        
6408      41062464  263128269312   80.05          18.5741        
6409      41075281  263251475929   80.0562        18.5751        
6410      41088100  263374721000   80.0625        18.576         
6411      41100921  263498004531   80.0687        18.577         
6412      41113744  263621326528   80.075         18.578         
6413      41126569  263744686997   80.0812        18.5789        
6414      41139396  263868085944   80.0875        18.5799        
6415      41152225  263991523375   80.0937        18.5808        
6416      41165056  264114999296   80.0999        18.5818        
6417      41177889  264238513713   80.1062        18.5828        
6418      41190724  264362066632   80.1124        18.5837        
6419      41203561  264485658059   80.1187        18.5847        
6420      41216400  264609288000   80.1249        18.5857        
6421      41229241  264732956461   80.1311        18.5866        
6422      41242084  264856663448   80.1374        18.5876        
6423      41254929  264980408967   80.1436        18.5886        
6424      41267776  265104193024   80.1499        18.5895        
6425      41280625  265228015625   80.1561        18.5905        
6426      41293476  265351876776   80.1623        18.5915        
6427      41306329  265475776483   80.1686        18.5924        
6428      41319184  265599714752   80.1748        18.5934        
6429      41332041  265723691589   80.181         18.5944        
6430      41344900  265847707000   80.1873        18.5953        
6431      41357761  265971760991   80.1935        18.5963        
6432      41370624  266095853568   80.1998        18.5972        
6433      41383489  266219984737   80.206         18.5982        
6434      41396356  266344154504   80.2122        18.5992        
6435      41409225  266468362875   80.2185        18.6001        
6436      41422096  266592609856   80.2247        18.6011        
6437      41434969  266716895453   80.2309        18.6021        
6438      41447844  266841219672   80.2371        18.603         
6439      41460721  266965582519   80.2434        18.604         
6440      41473600  267089984000   80.2496        18.605         
6441      41486481  267214424121   80.2558        18.6059        
6442      41499364  267338902888   80.2621        18.6069        
6443      41512249  267463420307   80.2683        18.6078        
6444      41525136  267587976384   80.2745        18.6088        
6445      41538025  267712571125   80.2808        18.6098        
6446      41550916  267837204536   80.287         18.6107        
6447      41563809  267961876623   80.2932        18.6117        
6448      41576704  268086587392   80.2994        18.6127        
6449      41589601  268211336849   80.3057        18.6136        
6450      41602500  268336125000   80.3119        18.6146        
6451      41615401  268460951851   80.3181        18.6155        
6452      41628304  268585817408   80.3243        18.6165        
6453      41641209  268710721677   80.3306        18.6175        
6454      41654116  268835664664   80.3368        18.6184        
6455      41667025  268960646375   80.343         18.6194        
6456      41679936  269085666816   80.3492        18.6204        
6457      41692849  269210725993   80.3555        18.6213        
6458      41705764  269335823912   80.3617        18.6223        
6459      41718681  269460960579   80.3679        18.6232        
6460      41731600  269586136000   80.3741        18.6242        
6461      41744521  269711350181   80.3803        18.6252        
6462      41757444  269836603128   80.3866        18.6261        
6463      41770369  269961894847   80.3928        18.6271        
6464      41783296  270087225344   80.399         18.628         
6465      41796225  270212594625   80.4052        18.629         
6466      41809156  270338002696   80.4114        18.63          
6467      41822089  270463449563   80.4177        18.6309        
6468      41835024  270588935232   80.4239        18.6319        
6469      41847961  270714459709   80.4301        18.6328        
6470      41860900  270840023000   80.4363        18.6338        
6471      41873841  270965625111   80.4425        18.6348        
6472      41886784  271091266048   80.4487        18.6357        
6473      41899729  271216945817   80.455         18.6367        
6474      41912676  271342664424   80.4612        18.6376        
6475      41925625  271468421875   80.4674        18.6386        
6476      41938576  271594218176   80.4736        18.6396        
6477      41951529  271720053333   80.4798        18.6405        
6478      41964484  271845927352   80.486         18.6415        
6479      41977441  271971840239   80.4922        18.6424        
6480      41990400  272097792000   80.4984        18.6434        
6481      42003361  272223782641   80.5047        18.6444        
6482      42016324  272349812168   80.5109        18.6453        
6483      42029289  272475880587   80.5171        18.6463        
6484      42042256  272601987904   80.5233        18.6472        
6485      42055225  272728134125   80.5295        18.6482        
6486      42068196  272854319256   80.5357        18.6491        
6487      42081169  272980543303   80.5419        18.6501        
6488      42094144  273106806272   80.5481        18.6511        
6489      42107121  273233108169   80.5543        18.652         
6490      42120100  273359449000   80.5605        18.653         
6491      42133081  273485828771   80.5667        18.6539        
6492      42146064  273612247488   80.5729        18.6549        
6493      42159049  273738705157   80.5792        18.6559        
6494      42172036  273865201784   80.5854        18.6568        
6495      42185025  273991737375   80.5916        18.6578        
6496      42198016  274118311936   80.5978        18.6587        
6497      42211009  274244925473   80.604         18.6597        
6498      42224004  274371577992   80.6102        18.6606        
6499      42237001  274498269499   80.6164        18.6616        
6500      42250000  274625000000   80.6226        18.6626        
6501      42263001  274751769501   80.6288        18.6635        
6502      42276004  274878578008   80.635         18.6645        
6503      42289009  275005425527   80.6412        18.6654        
6504      42302016  275132312064   80.6474        18.6664        
6505      42315025  275259237625   80.6536        18.6673        
6506      42328036  275386202216   80.6598        18.6683        
6507      42341049  275513205843   80.666         18.6693        
6508      42354064  275640248512   80.6722        18.6702        
6509      42367081  275767330229   80.6784        18.6712        
6510      42380100  275894451000   80.6846        18.6721        
6511      42393121  276021610831   80.6908        18.6731        
6512      42406144  276148809728   80.697         18.674         
6513      42419169  276276047697   80.7032        18.675         
6514      42432196  276403324744   80.7094        18.6759        
6515      42445225  276530640875   80.7155        18.6769        
6516      42458256  276657996096   80.7217        18.6779        
6517      42471289  276785390413   80.7279        18.6788        
6518      42484324  276912823832   80.7341        18.6798        
6519      42497361  277040296359   80.7403        18.6807        
6520      42510400  277167808000   80.7465        18.6817        
6521      42523441  277295358761   80.7527        18.6826        
6522      42536484  277422948648   80.7589        18.6836        
6523      42549529  277550577667   80.7651        18.6845        
6524      42562576  277678245824   80.7713        18.6855        
6525      42575625  277805953125   80.7775        18.6865        
6526      42588676  277933699576   80.7837        18.6874        
6527      42601729  278061485183   80.7899        18.6884        
6528      42614784  278189309952   80.796         18.6893        
6529      42627841  278317173889   80.8022        18.6903        
6530      42640900  278445077000   80.8084        18.6912        
6531      42653961  278573019291   80.8146        18.6922        
6532      42667024  278701000768   80.8208        18.6931        
6533      42680089  278829021437   80.827         18.6941        
6534      42693156  278957081304   80.8332        18.695         
6535      42706225  279085180375   80.8393        18.696         
6536      42719296  279213318656   80.8455        18.6969        
6537      42732369  279341496153   80.8517        18.6979        
6538      42745444  279469712872   80.8579        18.6989        
6539      42758521  279597968819   80.8641        18.6998        
6540      42771600  279726264000   80.8703        18.7008        
6541      42784681  279854598421   80.8764        18.7017        
6542      42797764  279982972088   80.8826        18.7027        
6543      42810849  280111385007   80.8888        18.7036        
6544      42823936  280239837184   80.895         18.7046        
6545      42837025  280368328625   80.9012        18.7055        
6546      42850116  280496859336   80.9074        18.7065        
6547      42863209  280625429323   80.9135        18.7074        
6548      42876304  280754038592   80.9197        18.7084        
6549      42889401  280882687149   80.9259        18.7093        
6550      42902500  281011375000   80.9321        18.7103        
6551      42915601  281140102151   80.9382        18.7112        
6552      42928704  281268868608   80.9444        18.7122        
6553      42941809  281397674377   80.9506        18.7131        
6554      42954916  281526519464   80.9568        18.7141        
6555      42968025  281655403875   80.963         18.715         
6556      42981136  281784327616   80.9691        18.716         
6557      42994249  281913290693   80.9753        18.7169        
6558      43007364  282042293112   80.9815        18.7179        
6559      43020481  282171334879   80.9877        18.7189        
6560      43033600  282300416000   80.9938        18.7198        
6561      43046721  282429536481   81.0           18.7208        
6562      43059844  282558696328   81.0062        18.7217        
6563      43072969  282687895547   81.0123        18.7227        
6564      43086096  282817134144   81.0185        18.7236        
6565      43099225  282946412125   81.0247        18.7246        
6566      43112356  283075729496   81.0309        18.7255        
6567      43125489  283205086263   81.037         18.7265        
6568      43138624  283334482432   81.0432        18.7274        
6569      43151761  283463918009   81.0494        18.7284        
6570      43164900  283593393000   81.0555        18.7293        
6571      43178041  283722907411   81.0617        18.7303        
6572      43191184  283852461248   81.0679        18.7312        
6573      43204329  283982054517   81.074         18.7322        
6574      43217476  284111687224   81.0802        18.7331        
6575      43230625  284241359375   81.0864        18.7341        
6576      43243776  284371070976   81.0925        18.735         
6577      43256929  284500822033   81.0987        18.736         
6578      43270084  284630612552   81.1049        18.7369        
6579      43283241  284760442539   81.111         18.7379        
6580      43296400  284890312000   81.1172        18.7388        
6581      43309561  285020220941   81.1234        18.7398        
6582      43322724  285150169368   81.1295        18.7407        
6583      43335889  285280157287   81.1357        18.7417        
6584      43349056  285410184704   81.1419        18.7426        
6585      43362225  285540251625   81.148         18.7436        
6586      43375396  285670358056   81.1542        18.7445        
6587      43388569  285800504003   81.1603        18.7455        
6588      43401744  285930689472   81.1665        18.7464        
6589      43414921  286060914469   81.1727        18.7473        
6590      43428100  286191179000   81.1788        18.7483        
6591      43441281  286321483071   81.185         18.7492        
6592      43454464  286451826688   81.1911        18.7502        
6593      43467649  286582209857   81.1973        18.7511        
6594      43480836  286712632584   81.2034        18.7521        
6595      43494025  286843094875   81.2096        18.753         
6596      43507216  286973596736   81.2158        18.754         
6597      43520409  287104138173   81.2219        18.7549        
6598      43533604  287234719192   81.2281        18.7559        
6599      43546801  287365339799   81.2342        18.7568        
6600      43560000  287496000000   81.2404        18.7578        
6601      43573201  287626699801   81.2465        18.7587        
6602      43586404  287757439208   81.2527        18.7597        
6603      43599609  287888218227   81.2588        18.7606        
6604      43612816  288019036864   81.265         18.7616        
6605      43626025  288149895125   81.2712        18.7625        
6606      43639236  288280793016   81.2773        18.7635        
6607      43652449  288411730543   81.2835        18.7644        
6608      43665664  288542707712   81.2896        18.7654        
6609      43678881  288673724529   81.2958        18.7663        
6610      43692100  288804781000   81.3019        18.7672        
6611      43705321  288935877131   81.3081        18.7682        
6612      43718544  289067012928   81.3142        18.7691        
6613      43731769  289198188397   81.3204        18.7701        
6614      43744996  289329403544   81.3265        18.771         
6615      43758225  289460658375   81.3327        18.772         
6616      43771456  289591952896   81.3388        18.7729        
6617      43784689  289723287113   81.3449        18.7739        
6618      43797924  289854661032   81.3511        18.7748        
6619      43811161  289986074659   81.3572        18.7758        
6620      43824400  290117528000   81.3634        18.7767        
6621      43837641  290249021061   81.3695        18.7776        
6622      43850884  290380553848   81.3757        18.7786        
6623      43864129  290512126367   81.3818        18.7795        
6624      43877376  290643738624   81.388         18.7805        
6625      43890625  290775390625   81.3941        18.7814        
6626      43903876  290907082376   81.4002        18.7824        
6627      43917129  291038813883   81.4064        18.7833        
6628      43930384  291170585152   81.4125        18.7843        
6629      43943641  291302396189   81.4187        18.7852        
6630      43956900  291434247000   81.4248        18.7862        
6631      43970161  291566137591   81.431         18.7871        
6632      43983424  291698067968   81.4371        18.788         
6633      43996689  291830038137   81.4432        18.789         
6634      44009956  291962048104   81.4494        18.7899        
6635      44023225  292094097875   81.4555        18.7909        
6636      44036496  292226187456   81.4616        18.7918        
6637      44049769  292358316853   81.4678        18.7928        
6638      44063044  292490486072   81.4739        18.7937        
6639      44076321  292622695119   81.4801        18.7946        
6640      44089600  292754944000   81.4862        18.7956        
6641      44102881  292887232721   81.4923        18.7965        
6642      44116164  293019561288   81.4985        18.7975        
6643      44129449  293151929707   81.5046        18.7984        
6644      44142736  293284337984   81.5107        18.7994        
6645      44156025  293416786125   81.5169        18.8003        
6646      44169316  293549274136   81.523         18.8013        
6647      44182609  293681802023   81.5291        18.8022        
6648      44195904  293814369792   81.5353        18.8031        
6649      44209201  293946977449   81.5414        18.8041        
6650      44222500  294079625000   81.5475        18.805         
6651      44235801  294212312451   81.5537        18.806         
6652      44249104  294345039808   81.5598        18.8069        
6653      44262409  294477807077   81.5659        18.8079        
6654      44275716  294610614264   81.5721        18.8088        
6655      44289025  294743461375   81.5782        18.8097        
6656      44302336  294876348416   81.5843        18.8107        
6657      44315649  295009275393   81.5904        18.8116        
6658      44328964  295142242312   81.5966        18.8126        
6659      44342281  295275249179   81.6027        18.8135        
6660      44355600  295408296000   81.6088        18.8144        
6661      44368921  295541382781   81.6149        18.8154        
6662      44382244  295674509528   81.6211        18.8163        
6663      44395569  295807676247   81.6272        18.8173        
6664      44408896  295940882944   81.6333        18.8182        
6665      44422225  296074129625   81.6395        18.8192        
6666      44435556  296207416296   81.6456        18.8201        
6667      44448889  296340742963   81.6517        18.821         
6668      44462224  296474109632   81.6578        18.822         
6669      44475561  296607516309   81.6639        18.8229        
6670      44488900  296740963000   81.6701        18.8239        
6671      44502241  296874449711   81.6762        18.8248        
6672      44515584  297007976448   81.6823        18.8257        
6673      44528929  297141543217   81.6884        18.8267        
6674      44542276  297275150024   81.6946        18.8276        
6675      44555625  297408796875   81.7007        18.8286        
6676      44568976  297542483776   81.7068        18.8295        
6677      44582329  297676210733   81.7129        18.8304        
6678      44595684  297809977752   81.719         18.8314        
6679      44609041  297943784839   81.7251        18.8323        
6680      44622400  298077632000   81.7313        18.8333        
6681      44635761  298211519241   81.7374        18.8342        
6682      44649124  298345446568   81.7435        18.8351        
6683      44662489  298479413987   81.7496        18.8361        
6684      44675856  298613421504   81.7557        18.837         
6685      44689225  298747469125   81.7618        18.838         
6686      44702596  298881556856   81.768         18.8389        
6687      44715969  299015684703   81.7741        18.8398        
6688      44729344  299149852672   81.7802        18.8408        
6689      44742721  299284060769   81.7863        18.8417        
6690      44756100  299418309000   81.7924        18.8427        
6691      44769481  299552597371   81.7985        18.8436        
6692      44782864  299686925888   81.8046        18.8445        
6693      44796249  299821294557   81.8108        18.8455        
6694      44809636  299955703384   81.8169        18.8464        
6695      44823025  300090152375   81.823         18.8473        
6696      44836416  300224641536   81.8291        18.8483        
6697      44849809  300359170873   81.8352        18.8492        
6698      44863204  300493740392   81.8413        18.8502        
6699      44876601  300628350099   81.8474        18.8511        
6700      44890000  300763000000   81.8535        18.852         
6701      44903401  300897690101   81.8596        18.853         
6702      44916804  301032420408   81.8657        18.8539        
6703      44930209  301167190927   81.8719        18.8548        
6704      44943616  301302001664   81.878         18.8558        
6705      44957025  301436852625   81.8841        18.8567        
6706      44970436  301571743816   81.8902        18.8577        
6707      44983849  301706675243   81.8963        18.8586        
6708      44997264  301841646912   81.9024        18.8595        
6709      45010681  301976658829   81.9085        18.8605        
6710      45024100  302111711000   81.9146        18.8614        
6711      45037521  302246803431   81.9207        18.8623        
6712      45050944  302381936128   81.9268        18.8633        
6713      45064369  302517109097   81.9329        18.8642        
6714      45077796  302652322344   81.939         18.8652        
6715      45091225  302787575875   81.9451        18.8661        
6716      45104656  302922869696   81.9512        18.867         
6717      45118089  303058203813   81.9573        18.868         
6718      45131524  303193578232   81.9634        18.8689        
6719      45144961  303328992959   81.9695        18.8698        
6720      45158400  303464448000   81.9756        18.8708        
6721      45171841  303599943361   81.9817        18.8717        
6722      45185284  303735479048   81.9878        18.8726        
6723      45198729  303871055067   81.9939        18.8736        
6724      45212176  304006671424   82.0           18.8745        
6725      45225625  304142328125   82.0061        18.8755        
6726      45239076  304278025176   82.0122        18.8764        
6727      45252529  304413762583   82.0183        18.8773        
6728      45265984  304549540352   82.0244        18.8783        
6729      45279441  304685358489   82.0305        18.8792        
6730      45292900  304821217000   82.0366        18.8801        
6731      45306361  304957115891   82.0427        18.8811        
6732      45319824  305093055168   82.0488        18.882         
6733      45333289  305229034837   82.0549        18.8829        
6734      45346756  305365054904   82.061         18.8839        
6735      45360225  305501115375   82.067         18.8848        
6736      45373696  305637216256   82.0731        18.8857        
6737      45387169  305773357553   82.0792        18.8867        
6738      45400644  305909539272   82.0853        18.8876        
6739      45414121  306045761419   82.0914        18.8885        
6740      45427600  306182024000   82.0975        18.8895        
6741      45441081  306318327021   82.1036        18.8904        
6742      45454564  306454670488   82.1097        18.8913        
6743      45468049  306591054407   82.1158        18.8923        
6744      45481536  306727478784   82.1219        18.8932        
6745      45495025  306863943625   82.1279        18.8941        
6746      45508516  307000448936   82.134         18.8951        
6747      45522009  307136994723   82.1401        18.896         
6748      45535504  307273580992   82.1462        18.8969        
6749      45549001  307410207749   82.1523        18.8979        
6750      45562500  307546875000   82.1584        18.8988        
6751      45576001  307683582751   82.1645        18.8997        
6752      45589504  307820331008   82.1706        18.9007        
6753      45603009  307957119777   82.1766        18.9016        
6754      45616516  308093949064   82.1827        18.9025        
6755      45630025  308230818875   82.1888        18.9035        
6756      45643536  308367729216   82.1949        18.9044        
6757      45657049  308504680093   82.201         18.9053        
6758      45670564  308641671512   82.2071        18.9063        
6759      45684081  308778703479   82.2131        18.9072        
6760      45697600  308915776000   82.2192        18.9081        
6761      45711121  309052889081   82.2253        18.9091        
6762      45724644  309190042728   82.2314        18.91          
6763      45738169  309327236947   82.2375        18.9109        
6764      45751696  309464471744   82.2435        18.9119        
6765      45765225  309601747125   82.2496        18.9128        
6766      45778756  309739063096   82.2557        18.9137        
6767      45792289  309876419663   82.2618        18.9147        
6768      45805824  310013816832   82.2679        18.9156        
6769      45819361  310151254609   82.2739        18.9165        
6770      45832900  310288733000   82.28          18.9175        
6771      45846441  310426252011   82.2861        18.9184        
6772      45859984  310563811648   82.2922        18.9193        
6773      45873529  310701411917   82.2982        18.9203        
6774      45887076  310839052824   82.3043        18.9212        
6775      45900625  310976734375   82.3104        18.9221        
6776      45914176  311114456576   82.3165        18.923         
6777      45927729  311252219433   82.3225        18.924         
6778      45941284  311390022952   82.3286        18.9249        
6779      45954841  311527867139   82.3347        18.9258        
6780      45968400  311665752000   82.3408        18.9268        
6781      45981961  311803677541   82.3468        18.9277        
6782      45995524  311941643768   82.3529        18.9286        
6783      46009089  312079650687   82.359         18.9296        
6784      46022656  312217698304   82.365         18.9305        
6785      46036225  312355786625   82.3711        18.9314        
6786      46049796  312493915656   82.3772        18.9324        
6787      46063369  312632085403   82.3833        18.9333        
6788      46076944  312770295872   82.3893        18.9342        
6789      46090521  312908547069   82.3954        18.9351        
6790      46104100  313046839000   82.4015        18.9361        
6791      46117681  313185171671   82.4075        18.937         
6792      46131264  313323545088   82.4136        18.9379        
6793      46144849  313461959257   82.4197        18.9389        
6794      46158436  313600414184   82.4257        18.9398        
6795      46172025  313738909875   82.4318        18.9407        
6796      46185616  313877446336   82.4379        18.9416        
6797      46199209  314016023573   82.4439        18.9426        
